Dataset,Disease,Tissue,Cell_type,CpG,Direction
GSE157341,Liver Cancer,liver,Lym,cg05212664,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05396178,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05614952,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05618595,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05842762,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05885023,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05895868,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05899224,Hyper
GSE157341,Liver Cancer,liver,Lym,cg05972047,Hyper
GSE157341,Liver Cancer,liver,Lym,cg06094815,Hyper
GSE157341,Liver Cancer,liver,Lym,cg06133722,Hyper
GSE157341,Liver Cancer,liver,Lym,cg06264663,Hyper
GSE157341,Liver Cancer,liver,Lym,cg06609182,Hyper
GSE157341,Liver Cancer,liver,Lym,cg06732667,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07016060,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07105409,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07379888,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07462954,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07553108,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07566790,Hyper
GSE157341,Liver Cancer,liver,Lym,cg07642035,Hyper
GSE157341,Liver Cancer,liver,Lym,cg08009184,Hyper
GSE157341,Liver Cancer,liver,Lym,cg08307039,Hyper
GSE157341,Liver Cancer,liver,Lym,cg08421983,Hyper
GSE157341,Liver Cancer,liver,Lym,cg08477574,Hyper
GSE157341,Liver Cancer,liver,Lym,cg08701659,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09114672,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09449611,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09561351,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09636263,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09705457,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09762612,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09804178,Hyper
GSE157341,Liver Cancer,liver,Lym,cg09905687,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10040710,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10080401,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10433918,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10556264,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10590861,Hyper
GSE157341,Liver Cancer,liver,Lym,cg10724576,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11013544,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11195733,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11252555,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11347730,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11570575,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11826201,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11857033,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11890301,Hyper
GSE157341,Liver Cancer,liver,Lym,cg11944324,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12092484,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12198633,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12381188,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12403329,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12549573,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12557254,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12633739,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12634360,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12659287,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12682392,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12762862,Hyper
GSE157341,Liver Cancer,liver,Lym,cg12918275,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13039271,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13159929,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13260916,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13273562,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13402624,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13504105,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13762244,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13920838,Hyper
GSE157341,Liver Cancer,liver,Lym,cg13972711,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14127958,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14153126,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14219485,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14297332,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14504586,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14519501,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14578366,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14616284,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14638988,Hyper
GSE157341,Liver Cancer,liver,Lym,cg14835423,Hyper
GSE157341,Liver Cancer,liver,Lym,cg15689967,Hyper
GSE157341,Liver Cancer,liver,Lym,cg15739835,Hyper
GSE157341,Liver Cancer,liver,Lym,cg15998961,Hyper
GSE157341,Liver Cancer,liver,Lym,cg15999099,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16362587,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16521606,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16612876,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16664233,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16791218,Hyper
GSE157341,Liver Cancer,liver,Lym,cg16911819,Hyper
GSE157341,Liver Cancer,liver,Lym,cg17158059,Hyper
GSE157341,Liver Cancer,liver,Lym,cg17167303,Hyper
GSE157341,Liver Cancer,liver,Lym,cg17209507,Hyper
GSE157341,Liver Cancer,liver,Lym,cg17319795,Hyper
GSE157341,Liver Cancer,liver,Lym,cg17925026,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18062128,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18093064,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18121190,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18149119,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18245230,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18342939,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18579475,Hyper
GSE157341,Liver Cancer,liver,Lym,cg18786515,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19354255,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19455368,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19671650,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19759366,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19912332,Hyper
GSE157341,Liver Cancer,liver,Lym,cg19957503,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20203971,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20255817,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20351405,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20417180,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20463995,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20715885,Hyper
GSE157341,Liver Cancer,liver,Lym,cg20958959,Hyper
GSE157341,Liver Cancer,liver,Lym,cg21462970,Hyper
GSE157341,Liver Cancer,liver,Lym,cg21559747,Hyper
GSE157341,Liver Cancer,liver,Lym,cg21580746,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22000938,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22053620,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22166144,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22620614,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22831978,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22845723,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22876106,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22943875,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22991596,Hyper
GSE157341,Liver Cancer,liver,Lym,cg22994582,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23090060,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23350132,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23581656,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23621463,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23761936,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23886424,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23904249,Hyper
GSE157341,Liver Cancer,liver,Lym,cg23934633,Hyper
GSE157341,Liver Cancer,liver,Lym,cg24003835,Hyper
GSE157341,Liver Cancer,liver,Lym,cg24353706,Hyper
GSE157341,Liver Cancer,liver,Lym,cg24401187,Hyper
GSE157341,Liver Cancer,liver,Lym,cg24517323,Hyper
GSE157341,Liver Cancer,liver,Lym,cg24927465,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25249670,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25372722,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25479499,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25528916,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25545088,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25782778,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25787300,Hyper
GSE157341,Liver Cancer,liver,Lym,cg25800356,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26234081,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26472511,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26556008,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26564768,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26631454,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26648488,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26721890,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26812169,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26877336,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26922780,Hyper
GSE157341,Liver Cancer,liver,Lym,cg26949037,Hyper
GSE157341,Liver Cancer,liver,Lym,cg27056559,Hyper
GSE157341,Liver Cancer,liver,Lym,cg27142825,Hyper
GSE157341,Liver Cancer,liver,Lym,cg27295742,Hyper
GSE157341,Liver Cancer,liver,Lym,cg00170973,Hypo
GSE157341,Liver Cancer,liver,Lym,cg01561777,Hypo
GSE157341,Liver Cancer,liver,Lym,cg01604628,Hypo
GSE157341,Liver Cancer,liver,Lym,cg02130040,Hypo
GSE157341,Liver Cancer,liver,Lym,cg03208093,Hypo
GSE157341,Liver Cancer,liver,Lym,cg03781262,Hypo
GSE157341,Liver Cancer,liver,Lym,cg05391318,Hypo
GSE157341,Liver Cancer,liver,Lym,cg07600533,Hypo
GSE157341,Liver Cancer,liver,Lym,cg07850604,Hypo
GSE157341,Liver Cancer,liver,Lym,cg08055924,Hypo
GSE157341,Liver Cancer,liver,Lym,cg08686425,Hypo
GSE157341,Liver Cancer,liver,Lym,cg08877142,Hypo
GSE157341,Liver Cancer,liver,Lym,cg10107322,Hypo
GSE157341,Liver Cancer,liver,Lym,cg10601761,Hypo
GSE157341,Liver Cancer,liver,Lym,cg11082362,Hypo
GSE157341,Liver Cancer,liver,Lym,cg11609366,Hypo
GSE157341,Liver Cancer,liver,Lym,cg12180123,Hypo
GSE157341,Liver Cancer,liver,Lym,cg12528394,Hypo
GSE157341,Liver Cancer,liver,Lym,cg12618546,Hypo
GSE157341,Liver Cancer,liver,Lym,cg12812048,Hypo
GSE157341,Liver Cancer,liver,Lym,cg13359948,Hypo
GSE157341,Liver Cancer,liver,Lym,cg13803559,Hypo
GSE157341,Liver Cancer,liver,Lym,cg14705099,Hypo
GSE157341,Liver Cancer,liver,Lym,cg15998961,Hypo
GSE157341,Liver Cancer,liver,Lym,cg16248783,Hypo
GSE157341,Liver Cancer,liver,Lym,cg17157275,Hypo
GSE157341,Liver Cancer,liver,Lym,cg18086520,Hypo
GSE157341,Liver Cancer,liver,Lym,cg18162091,Hypo
GSE157341,Liver Cancer,liver,Lym,cg18768157,Hypo
GSE157341,Liver Cancer,liver,Lym,cg18853010,Hypo
GSE157341,Liver Cancer,liver,Lym,cg19050351,Hypo
GSE157341,Liver Cancer,liver,Lym,cg19112804,Hypo
GSE157341,Liver Cancer,liver,Lym,cg19737037,Hypo
GSE157341,Liver Cancer,liver,Lym,cg20080616,Hypo
GSE157341,Liver Cancer,liver,Lym,cg20743868,Hypo
GSE157341,Liver Cancer,liver,Lym,cg20858341,Hypo
GSE157341,Liver Cancer,liver,Lym,cg21104276,Hypo
GSE157341,Liver Cancer,liver,Lym,cg21229079,Hypo
GSE157341,Liver Cancer,liver,Lym,cg21750545,Hypo
GSE157341,Liver Cancer,liver,Lym,cg27205904,Hypo
